round_number,round_match_number,home_player,home_team_name,away_player,away_team_name,home_player_points,away_player_points
1,1,Player 064,Team 010,Player 030,Team 006,1,3
1,1,Player 064,Team 010,Player 010,Team 006,0,3
1,1,Player 064,Team 010,Player 032,Team 006,1,3
1,1,Player 064,Team 010,Player 015,Team 006,0,3
1,1,Player 063,Team 010,Player 030,Team 006,1,3
1,1,Player 063,Team 010,Player 010,Team 006,0,3
1,1,Player 063,Team 010,Player 032,Team 006,0,3
1,1,Player 063,Team 010,Player 015,Team 006,0,3
1,1,Player 020,Team 010,Player 030,Team 006,3,1
1,1,Player 020,Team 010,Player 010,Team 006,0,3
1,1,Player 020,Team 010,Player 032,Team 006,3,0
1,1,Player 020,Team 010,Player 062,Team 006,3,1
1,1,Player 024,Team 010,Player 030,Team 006,3,0
1,1,Player 024,Team 010,Player 010,Team 006,2,3
1,1,Player 024,Team 010,Player 032,Team 006,3,0
1,1,Player 024,Team 010,Player 062,Team 006,3,0
1,2,Player 022,Team 011,Player 002,Team 002,2,3
1,2,Player 022,Team 011,Player 053,Team 002,3,1
1,2,Player 022,Team 011,Player 041,Team 002,3,0
1,2,Player 022,Team 011,Player 054,Team 002,3,0
1,2,Player 021,Team 011,Player 002,Team 002,0,3
1,2,Player 021,Team 011,Player 053,Team 002,3,0
1,2,Player 021,Team 011,Player 041,Team 002,3,2
1,2,Player 021,Team 011,Player 054,Team 002,3,0
1,2,Player 023,Team 011,Player 002,Team 002,2,3
1,2,Player 023,Team 011,Player 053,Team 002,3,0
1,2,Player 023,Team 011,Player 041,Team 002,3,0
1,2,Player 023,Team 011,Player 054,Team 002,3,0
1,2,Player 033,Team 011,Player 002,Team 002,1,3
1,2,Player 033,Team 011,Player 053,Team 002,3,1
1,2,Player 033,Team 011,Player 041,Team 002,0,3
1,2,Player 033,Team 011,Player 054,Team 002,3,0
1,3,Player 004,Team 004,Player 029,Team 013,3,2
1,3,Player 004,Team 004,Player 052,Team 013,3,0
1,3,Player 004,Team 004,Player 051,Team 013,3,0
1,3,Player 004,Team 004,(játék nélkül),Team 013,3,0
1,3,Player 017,Team 004,Player 029,Team 013,1,3
1,3,Player 017,Team 004,Player 052,Team 013,3,0
1,3,Player 017,Team 004,Player 051,Team 013,3,0
1,3,Player 017,Team 004,(játék nélkül),Team 013,3,0
1,3,Player 009,Team 004,Player 029,Team 013,3,0
1,3,Player 009,Team 004,Player 052,Team 013,3,1
1,3,Player 009,Team 004,Player 051,Team 013,3,0
1,3,Player 009,Team 004,(játék nélkül),Team 013,3,0
1,3,Player 018,Team 004,Player 029,Team 013,2,3
1,3,Player 018,Team 004,Player 052,Team 013,3,1
1,3,Player 018,Team 004,Player 051,Team 013,3,0
1,3,Player 018,Team 004,(játék nélkül),Team 013,3,0
1,4,Player 034,Team 007,Player 045,Team 009,3,0
1,4,Player 034,Team 007,Player 019,Team 009,1,3
1,4,Player 034,Team 007,Player 058,Team 009,3,0
1,4,Player 034,Team 007,Player 027,Team 009,1,3
1,4,Player 026,Team 007,Player 045,Team 009,3,1
1,4,Player 026,Team 007,Player 019,Team 009,1,3
1,4,Player 026,Team 007,Player 058,Team 009,3,0
1,4,Player 026,Team 007,Player 027,Team 009,3,0
1,4,Player 049,Team 007,Player 045,Team 009,0,3
1,4,Player 049,Team 007,Player 019,Team 009,0,3
1,4,Player 049,Team 007,Player 058,Team 009,3,1
1,4,Player 049,Team 007,Player 027,Team 009,1,3
1,4,Player 065,Team 007,Player 027,Team 009,0,3
1,4,Player 014,Team 007,Player 045,Team 009,3,0
1,4,Player 014,Team 007,Player 019,Team 009,3,0
1,4,Player 014,Team 007,Player 058,Team 009,3,1
1,5,Player 001,Team 001,Player 048,Team 015,3,0
1,5,Player 001,Team 001,Player 047,Team 015,3,1
1,5,Player 001,Team 001,Player 046,Team 015,3,0
1,5,Player 001,Team 001,Player 056,Team 015,3,0
1,5,Player 007,Team 001,Player 048,Team 015,3,0
1,5,Player 007,Team 001,Player 047,Team 015,3,2
1,5,Player 007,Team 001,Player 046,Team 015,3,0
1,5,Player 007,Team 001,Player 056,Team 015,3,0
1,5,Player 050,Team 001,Player 048,Team 015,0,3
1,5,Player 050,Team 001,Player 047,Team 015,0,3
1,5,Player 050,Team 001,Player 046,Team 015,1,3
1,5,Player 050,Team 001,Player 056,Team 015,3,2
1,5,Player 013,Team 001,Player 048,Team 015,3,0
1,5,Player 013,Team 001,Player 047,Team 015,3,1
1,5,Player 013,Team 001,Player 046,Team 015,3,0
1,5,Player 013,Team 001,Player 056,Team 015,3,0
1,6,Player 060,Team 008,Player 028,Team 012,0,3
1,6,Player 060,Team 008,Player 039,Team 012,0,3
1,6,Player 037,Team 008,Player 028,Team 012,0,3
1,6,Player 037,Team 008,Player 039,Team 012,1,3
1,6,Player 037,Team 008,Player 025,Team 012,3,2
1,6,Player 037,Team 008,(játék nélkül),Team 012,3,0
1,6,Player 036,Team 008,Player 028,Team 012,0,3
1,6,Player 036,Team 008,Player 039,Team 012,3,1
1,6,Player 036,Team 008,Player 025,Team 012,0,3
1,6,Player 036,Team 008,(játék nélkül),Team 012,3,0
1,6,Player 016,Team 008,Player 028,Team 012,3,1
1,6,Player 016,Team 008,Player 039,Team 012,3,0
1,6,Player 016,Team 008,Player 025,Team 012,1,3
1,6,Player 016,Team 008,(játék nélkül),Team 012,3,0
1,6,Player 035,Team 008,Player 025,Team 012,1,3
1,6,Player 035,Team 008,(játék nélkül),Team 012,3,0
1,7,Player 043,Team 014,Player 006,Team 005,0,3
1,7,Player 043,Team 014,Player 040,Team 005,0,3
1,7,Player 043,Team 014,Player 038,Team 005,3,0
1,7,Player 043,Team 014,Player 012,Team 005,0,3
1,7,Player 031,Team 014,Player 006,Team 005,1,3
1,7,Player 031,Team 014,Player 040,Team 005,3,1
1,7,Player 031,Team 014,Player 038,Team 005,3,0
1,7,Player 031,Team 014,Player 012,Team 005,0,3
1,7,Player 044,Team 014,Player 006,Team 005,1,3
1,7,Player 044,Team 014,Player 038,Team 005,2,3
1,7,Player 044,Team 014,Player 012,Team 005,0,3
1,7,Player 044,Team 014,Player 061,Team 005,3,2
1,7,Player 042,Team 014,Player 006,Team 005,0,3
1,7,Player 042,Team 014,Player 038,Team 005,1,3
1,7,Player 042,Team 014,Player 012,Team 005,1,3
1,7,Player 042,Team 014,Player 061,Team 005,3,0
1,8,Player 055,Team 016,Player 008,Team 003,0,3
1,8,Player 055,Team 016,Player 005,Team 003,0,3
1,8,Player 055,Team 016,Player 125,Team 003,0,3
1,8,Player 055,Team 016,Player 003,Team 003,0,3
1,8,Player 057,Team 016,Player 008,Team 003,0,3
1,8,Player 057,Team 016,Player 005,Team 003,1,3
1,8,Player 057,Team 016,Player 125,Team 003,0,3
1,8,Player 057,Team 016,Player 003,Team 003,1,3
1,8,Player 059,Team 016,Player 008,Team 003,0,3
1,8,Player 059,Team 016,Player 005,Team 003,2,3
1,8,Player 059,Team 016,Player 125,Team 003,1,3
1,8,Player 059,Team 016,Player 003,Team 003,1,3
1,8,(játék nélkül),Team 016,Player 008,Team 003,0,3
1,8,(játék nélkül),Team 016,Player 005,Team 003,0,3
1,8,(játék nélkül),Team 016,Player 125,Team 003,0,3
1,8,(játék nélkül),Team 016,Player 003,Team 003,0,3
2,1,Player 074,Team 002,Player 014,Team 007,0,3
2,1,Player 074,Team 002,Player 034,Team 007,1,3
2,1,Player 074,Team 002,Player 088,Team 007,3,0
2,1,Player 074,Team 002,Player 093,Team 007,3,1
2,1,Player 078,Team 002,Player 014,Team 007,0,3
2,1,Player 078,Team 002,Player 034,Team 007,1,3
2,1,Player 078,Team 002,Player 026,Team 007,0,3
2,1,Player 078,Team 002,Player 088,Team 007,3,2
2,1,Player 053,Team 002,Player 014,Team 007,0,3
2,1,Player 053,Team 002,Player 034,Team 007,0,3
2,1,Player 053,Team 002,Player 026,Team 007,0,3
2,1,Player 053,Team 002,Player 088,Team 007,3,0
2,1,Player 002,Team 002,Player 014,Team 007,1,3
2,1,Player 002,Team 002,Player 034,Team 007,3,0
2,1,Player 002,Team 002,Player 088,Team 007,3,0
2,1,Player 002,Team 002,Player 093,Team 007,3,0
2,2,Player 039,Team 012,Player 013,Team 001,0,3
2,2,Player 039,Team 012,Player 076,Team 001,3,0
2,2,Player 039,Team 012,Player 069,Team 001,0,3
2,2,Player 039,Team 012,Player 050,Team 001,3,1
2,2,Player 028,Team 012,Player 013,Team 001,2,3
2,2,Player 028,Team 012,Player 076,Team 001,1,3
2,2,Player 028,Team 012,Player 069,Team 001,1,3
2,2,Player 028,Team 012,Player 050,Team 001,3,0
2,2,Player 083,Team 012,Player 013,Team 001,0,3
2,2,Player 083,Team 012,Player 076,Team 001,0,3
2,2,Player 083,Team 012,Player 069,Team 001,0,3
2,2,Player 083,Team 012,Player 050,Team 001,3,0
2,2,Player 025,Team 012,Player 013,Team 001,1,3
2,2,Player 025,Team 012,Player 076,Team 001,3,2
2,2,Player 025,Team 012,Player 069,Team 001,1,3
2,2,Player 025,Team 012,Player 050,Team 001,3,1
2,3,Player 010,Team 006,Player 077,Team 008,3,0
2,3,Player 010,Team 006,Player 037,Team 008,1,3
2,3,Player 010,Team 006,Player 060,Team 008,3,0
2,3,Player 010,Team 006,Player 016,Team 008,1,3
2,3,Player 032,Team 006,Player 077,Team 008,2,3
2,3,Player 032,Team 006,Player 037,Team 008,1,3
2,3,Player 032,Team 006,Player 016,Team 008,1,3
2,3,Player 032,Team 006,Player 092,Team 008,3,1
2,3,Player 073,Team 006,Player 077,Team 008,3,2
2,3,Player 073,Team 006,Player 037,Team 008,0,3
2,3,Player 073,Team 006,Player 060,Team 008,3,0
2,3,Player 073,Team 006,Player 016,Team 008,2,3
2,3,Player 030,Team 006,Player 077,Team 008,0,3
2,3,Player 030,Team 006,Player 016,Team 008,0,3
2,3,Player 094,Team 006,Player 037,Team 008,1,3
2,3,Player 094,Team 006,Player 092,Team 008,1,3
2,4,Player 079,Team 009,Player 004,Team 004,0,3
2,4,Player 079,Team 009,Player 018,Team 004,1,3
2,4,Player 079,Team 009,Player 009,Team 004,0,3
2,4,Player 079,Team 009,Player 075,Team 004,3,2
2,4,Player 081,Team 009,Player 004,Team 004,0,3
2,4,Player 081,Team 009,Player 018,Team 004,3,1
2,4,Player 081,Team 009,Player 009,Team 004,0,3
2,4,Player 081,Team 009,Player 075,Team 004,1,3
2,4,Player 080,Team 009,Player 004,Team 004,0,3
2,4,Player 080,Team 009,Player 018,Team 004,3,2
2,4,Player 080,Team 009,Player 009,Team 004,0,3
2,4,Player 080,Team 009,Player 075,Team 004,1,3
2,4,Player 068,Team 009,Player 004,Team 004,3,0
2,4,Player 068,Team 009,Player 018,Team 004,3,0
2,4,Player 068,Team 009,Player 009,Team 004,3,0
2,4,Player 068,Team 009,Player 075,Team 004,3,1
2,5,Player 005,Team 003,Player 072,Team 011,0,3
2,5,Player 005,Team 003,Player 082,Team 011,3,0
2,5,Player 005,Team 003,Player 022,Team 011,0,3
2,5,Player 005,Team 003,Player 023,Team 011,2,3
2,5,Player 067,Team 003,Player 072,Team 011,3,0
2,5,Player 067,Team 003,Player 082,Team 011,3,0
2,5,Player 067,Team 003,Player 022,Team 011,3,2
2,5,Player 067,Team 003,Player 023,Team 011,3,1
2,5,Player 125,Team 003,Player 072,Team 011,0,3
2,5,Player 125,Team 003,Player 082,Team 011,3,1
2,5,Player 125,Team 003,Player 022,Team 011,1,3
2,5,Player 125,Team 003,Player 023,Team 011,1,3
2,5,Player 003,Team 003,Player 072,Team 011,2,3
2,5,Player 003,Team 003,Player 082,Team 011,1,3
2,5,Player 003,Team 003,Player 022,Team 011,3,1
2,5,Player 003,Team 003,Player 023,Team 011,3,2
2,6,Player 090,Team 005,Player 063,Team 010,3,0
2,6,Player 090,Team 005,Player 064,Team 010,3,0
2,6,Player 038,Team 005,Player 063,Team 010,3,0
2,6,Player 038,Team 005,Player 064,Team 010,3,0
2,6,Player 038,Team 005,Player 020,Team 010,2,3
2,6,Player 038,Team 005,Player 089,Team 010,3,0
2,6,Player 006,Team 005,Player 063,Team 010,3,0
2,6,Player 006,Team 005,Player 064,Team 010,3,0
2,6,Player 006,Team 005,Player 020,Team 010,3,0
2,6,Player 006,Team 005,Player 089,Team 010,3,0
2,6,Player 012,Team 005,Player 063,Team 010,3,0
2,6,Player 012,Team 005,Player 064,Team 010,3,0
2,6,Player 012,Team 005,Player 020,Team 010,3,0
2,6,Player 012,Team 005,Player 089,Team 010,3,0
2,6,Player 091,Team 005,Player 020,Team 010,2,3
2,6,Player 091,Team 005,Player 089,Team 010,3,0
2,7,Player 048,Team 015,Player 085,Team 016,3,0
2,7,Player 048,Team 015,Player 087,Team 016,3,0
2,7,Player 048,Team 015,Player 059,Team 016,3,1
2,7,Player 048,Team 015,Player 086,Team 016,3,0
2,7,Player 047,Team 015,Player 085,Team 016,3,0
2,7,Player 047,Team 015,Player 087,Team 016,3,1
2,7,Player 047,Team 015,Player 059,Team 016,3,0
2,7,Player 047,Team 015,Player 086,Team 016,3,0
2,7,Player 046,Team 015,Player 085,Team 016,3,0
2,7,Player 046,Team 015,Player 087,Team 016,3,0
2,7,Player 046,Team 015,Player 059,Team 016,3,1
2,7,Player 046,Team 015,Player 086,Team 016,3,0
2,7,Player 056,Team 015,Player 085,Team 016,3,0
2,7,Player 056,Team 015,Player 087,Team 016,3,1
2,7,Player 056,Team 015,Player 059,Team 016,2,3
2,7,Player 056,Team 015,Player 086,Team 016,3,2
2,8,Player 066,Team 013,Player 071,Team 014,3,0
2,8,Player 066,Team 013,Player 084,Team 014,3,1
2,8,Player 066,Team 013,Player 044,Team 014,3,0
2,8,Player 066,Team 013,Player 070,Team 014,3,0
2,8,Player 052,Team 013,Player 071,Team 014,0,3
2,8,Player 052,Team 013,Player 084,Team 014,3,0
2,8,Player 052,Team 013,Player 044,Team 014,3,2
2,8,Player 052,Team 013,Player 070,Team 014,2,3
2,8,Player 051,Team 013,Player 071,Team 014,0,3
2,8,Player 051,Team 013,Player 084,Team 014,3,2
2,8,Player 051,Team 013,Player 044,Team 014,2,3
2,8,Player 051,Team 013,Player 070,Team 014,0,3
2,8,(játék nélkül),Team 013,Player 071,Team 014,0,3
2,8,(játék nélkül),Team 013,Player 084,Team 014,0,3
2,8,(játék nélkül),Team 013,Player 044,Team 014,0,3
2,8,(játék nélkül),Team 013,Player 070,Team 014,0,3
3,1,Player 089,Team 010,(játék nélkül),Team 013,3,0
3,1,Player 089,Team 010,(játék nélkül),Team 013,3,0
3,1,Player 089,Team 010,(játék nélkül),Team 013,3,0
3,1,Player 089,Team 010,(játék nélkül),Team 013,3,0
3,1,Player 063,Team 010,(játék nélkül),Team 013,3,0
3,1,Player 063,Team 010,(játék nélkül),Team 013,3,0
3,1,Player 063,Team 010,(játék nélkül),Team 013,3,0
3,1,Player 063,Team 010,(játék nélkül),Team 013,3,0
3,1,Player 064,Team 010,(játék nélkül),Team 013,3,0
3,1,Player 064,Team 010,(játék nélkül),Team 013,3,0
3,1,Player 064,Team 010,(játék nélkül),Team 013,3,0
3,1,Player 064,Team 010,(játék nélkül),Team 013,3,0
3,1,Player 020,Team 010,(játék nélkül),Team 013,3,0
3,1,Player 020,Team 010,(játék nélkül),Team 013,3,0
3,1,Player 020,Team 010,(játék nélkül),Team 013,3,0
3,1,Player 020,Team 010,(játék nélkül),Team 013,3,0
3,2,Player 004,Team 004,Player 074,Team 002,3,0
3,2,Player 004,Team 004,Player 054,Team 002,3,0
3,2,Player 004,Team 004,Player 078,Team 002,3,0
3,2,Player 004,Team 004,Player 041,Team 002,3,1
3,2,Player 075,Team 004,Player 074,Team 002,3,0
3,2,Player 075,Team 004,Player 054,Team 002,3,0
3,2,Player 075,Team 004,Player 078,Team 002,3,0
3,2,Player 075,Team 004,Player 041,Team 002,3,2
3,2,Player 017,Team 004,Player 074,Team 002,3,2
3,2,Player 017,Team 004,Player 054,Team 002,3,0
3,2,Player 017,Team 004,Player 078,Team 002,3,1
3,2,Player 017,Team 004,Player 041,Team 002,1,3
3,2,Player 009,Team 004,Player 074,Team 002,3,0
3,2,Player 009,Team 004,Player 054,Team 002,3,0
3,2,Player 009,Team 004,Player 078,Team 002,3,0
3,2,Player 009,Team 004,Player 099,Team 002,3,0
3,3,Player 014,Team 007,Player 008,Team 003,3,2
3,3,Player 014,Team 007,Player 067,Team 003,1,3
3,3,Player 014,Team 007,Player 125,Team 003,3,1
3,3,Player 014,Team 007,Player 003,Team 003,3,2
3,3,Player 034,Team 007,Player 008,Team 003,1,3
3,3,Player 034,Team 007,Player 067,Team 003,1,3
3,3,Player 034,Team 007,Player 125,Team 003,3,0
3,3,Player 034,Team 007,Player 003,Team 003,3,1
3,3,Player 049,Team 007,Player 008,Team 003,2,3
3,3,Player 049,Team 007,Player 067,Team 003,1,3
3,3,Player 049,Team 007,Player 125,Team 003,0,3
3,3,Player 049,Team 007,Player 003,Team 003,1,3
3,3,Player 098,Team 007,Player 008,Team 003,0,3
3,3,Player 098,Team 007,Player 003,Team 003,1,3
3,3,Player 065,Team 007,Player 067,Team 003,0,3
3,3,Player 065,Team 007,Player 125,Team 003,0,3
3,4,Player 001,Team 001,Player 010,Team 006,2,3
3,4,Player 001,Team 001,Player 073,Team 006,3,2
3,4,Player 001,Team 001,Player 030,Team 006,3,0
3,4,Player 001,Team 001,Player 097,Team 006,3,0
3,4,Player 007,Team 001,Player 010,Team 006,3,0
3,4,Player 007,Team 001,Player 073,Team 006,3,0
3,4,Player 007,Team 001,Player 030,Team 006,3,0
3,4,Player 007,Team 001,Player 097,Team 006,3,0
3,4,Player 076,Team 001,Player 010,Team 006,3,0
3,4,Player 076,Team 001,Player 073,Team 006,3,0
3,4,Player 076,Team 001,Player 030,Team 006,3,0
3,4,Player 076,Team 001,Player 097,Team 006,3,0
3,4,Player 069,Team 001,Player 010,Team 006,3,2
3,4,Player 069,Team 001,Player 073,Team 006,3,0
3,4,Player 069,Team 001,Player 030,Team 006,3,1
3,4,Player 069,Team 001,Player 097,Team 006,3,0
3,5,Player 048,Team 015,Player 083,Team 012,3,1
3,5,Player 048,Team 015,Player 039,Team 012,0,3
3,5,Player 048,Team 015,Player 025,Team 012,0,3
3,5,Player 048,Team 015,(játék nélkül),Team 012,3,0
3,5,Player 047,Team 015,Player 083,Team 012,3,1
3,5,Player 047,Team 015,Player 039,Team 012,2,3
3,5,Player 047,Team 015,Player 025,Team 012,1,3
3,5,Player 047,Team 015,(játék nélkül),Team 012,3,0
3,5,Player 046,Team 015,Player 083,Team 012,0,3
3,5,Player 046,Team 015,Player 039,Team 012,1,3
3,5,Player 046,Team 015,Player 025,Team 012,0,3
3,5,Player 046,Team 015,(játék nélkül),Team 012,3,0
3,5,Player 056,Team 015,Player 083,Team 012,1,3
3,5,Player 056,Team 015,Player 039,Team 012,3,2
3,5,Player 056,Team 015,Player 025,Team 012,1,3
3,5,Player 056,Team 015,(játék nélkül),Team 012,3,0
3,6,Player 096,Team 014,Player 081,Team 009,3,2
3,6,Player 096,Team 014,Player 045,Team 009,3,1
3,6,Player 096,Team 014,Player 058,Team 009,3,0
3,6,Player 096,Team 014,Player 068,Team 009,0,3
3,6,Player 031,Team 014,Player 081,Team 009,3,1
3,6,Player 031,Team 014,Player 045,Team 009,3,2
3,6,Player 031,Team 014,Player 058,Team 009,3,0
3,6,Player 031,Team 014,Player 068,Team 009,3,1
3,6,Player 095,Team 014,Player 081,Team 009,3,2
3,6,Player 095,Team 014,Player 045,Team 009,3,1
3,6,Player 095,Team 014,Player 058,Team 009,3,0
3,6,Player 095,Team 014,Player 068,Team 009,0,3
3,6,Player 042,Team 014,Player 081,Team 009,3,0
3,6,Player 042,Team 014,Player 045,Team 009,3,1
3,6,Player 042,Team 014,Player 058,Team 009,3,0
3,6,Player 042,Team 014,Player 068,Team 009,2,3
3,7,Player 077,Team 008,Player 040,Team 005,3,0
3,7,Player 077,Team 008,Player 038,Team 005,3,0
3,7,Player 077,Team 008,Player 006,Team 005,0,3
3,7,Player 077,Team 008,Player 012,Team 005,0,3
3,7,Player 035,Team 008,Player 038,Team 005,3,1
3,7,Player 035,Team 008,Player 006,Team 005,2,3
3,7,Player 037,Team 008,Player 038,Team 005,3,0
3,7,Player 037,Team 008,Player 006,Team 005,0,3
3,7,Player 037,Team 008,Player 012,Team 005,2,3
3,7,Player 037,Team 008,Player 061,Team 005,3,0
3,7,Player 016,Team 008,Player 040,Team 005,3,1
3,7,Player 016,Team 008,Player 038,Team 005,3,0
3,7,Player 016,Team 008,Player 006,Team 005,2,3
3,7,Player 016,Team 008,Player 012,Team 005,1,3
3,7,Player 060,Team 008,Player 012,Team 005,1,3
3,7,Player 060,Team 008,Player 061,Team 005,3,0
3,8,Player 022,Team 011,Player 087,Team 016,3,0
3,8,Player 022,Team 011,Player 057,Team 016,3,0
3,8,Player 022,Team 011,Player 085,Team 016,3,0
3,8,Player 022,Team 011,Player 086,Team 016,3,0
3,8,Player 021,Team 011,Player 087,Team 016,3,0
3,8,Player 021,Team 011,Player 057,Team 016,3,0
3,8,Player 021,Team 011,Player 085,Team 016,3,0
3,8,Player 021,Team 011,Player 086,Team 016,3,1
3,8,Player 033,Team 011,Player 087,Team 016,3,1
3,8,Player 033,Team 011,Player 057,Team 016,3,2
3,8,Player 033,Team 011,Player 085,Team 016,3,0
3,8,Player 033,Team 011,Player 059,Team 016,3,0
3,8,Player 082,Team 011,Player 087,Team 016,3,0
3,8,Player 082,Team 011,Player 057,Team 016,3,0
3,8,Player 082,Team 011,Player 085,Team 016,3,1
3,8,Player 082,Team 011,Player 059,Team 016,3,0
4,1,Player 045,Team 009,Player 020,Team 010,0,3
4,1,Player 045,Team 009,Player 103,Team 010,3,0
4,1,Player 045,Team 009,Player 024,Team 010,1,3
4,1,Player 045,Team 009,Player 064,Team 010,3,0
4,1,Player 019,Team 009,Player 020,Team 010,3,1
4,1,Player 019,Team 009,Player 103,Team 010,3,0
4,1,Player 019,Team 009,Player 024,Team 010,3,0
4,1,Player 019,Team 009,Player 064,Team 010,3,0
4,1,Player 029,Team 009,Player 020,Team 010,1,3
4,1,Player 029,Team 009,Player 103,Team 010,3,0
4,1,Player 029,Team 009,Player 024,Team 010,0,3
4,1,Player 029,Team 009,Player 063,Team 010,3,0
4,1,Player 080,Team 009,Player 020,Team 010,0,3
4,1,Player 080,Team 009,Player 103,Team 010,3,0
4,1,Player 080,Team 009,Player 024,Team 010,0,3
4,1,Player 080,Team 009,Player 063,Team 010,3,0
4,2,Player 041,Team 002,Player 031,Team 014,1,3
4,2,Player 041,Team 002,Player 084,Team 014,0,3
4,2,Player 041,Team 002,Player 042,Team 014,0,3
4,2,Player 041,Team 002,Player 096,Team 014,2,3
4,2,Player 053,Team 002,Player 031,Team 014,0,3
4,2,Player 053,Team 002,Player 084,Team 014,2,3
4,2,Player 053,Team 002,Player 042,Team 014,0,3
4,2,Player 053,Team 002,Player 096,Team 014,0,3
4,2,Player 078,Team 002,Player 031,Team 014,0,3
4,2,Player 078,Team 002,Player 084,Team 014,2,3
4,2,Player 078,Team 002,Player 042,Team 014,1,3
4,2,Player 078,Team 002,Player 096,Team 014,1,3
4,2,Player 002,Team 002,Player 031,Team 014,1,3
4,2,Player 002,Team 002,Player 084,Team 014,3,0
4,2,Player 002,Team 002,Player 042,Team 014,3,0
4,2,Player 002,Team 002,Player 096,Team 014,3,0
4,3,Player 072,Team 011,Player 056,Team 015,3,0
4,3,Player 072,Team 011,Player 047,Team 015,3,0
4,3,Player 072,Team 011,Player 046,Team 015,3,1
4,3,Player 072,Team 011,Player 126,Team 015,3,0
4,3,Player 022,Team 011,Player 056,Team 015,3,2
4,3,Player 022,Team 011,Player 047,Team 015,1,3
4,3,Player 022,Team 011,Player 046,Team 015,3,0
4,3,Player 022,Team 011,Player 126,Team 015,3,0
4,3,Player 082,Team 011,Player 056,Team 015,2,3
4,3,Player 082,Team 011,Player 047,Team 015,3,2
4,3,Player 082,Team 011,Player 046,Team 015,0,3
4,3,Player 082,Team 011,Player 126,Team 015,3,0
4,3,Player 021,Team 011,Player 056,Team 015,3,0
4,3,Player 021,Team 011,Player 047,Team 015,3,0
4,3,Player 021,Team 011,Player 046,Team 015,2,3
4,3,Player 021,Team 011,Player 126,Team 015,3,0
4,4,Player 010,Team 006,Player 028,Team 012,3,2
4,4,Player 010,Team 006,Player 025,Team 012,2,3
4,4,Player 010,Team 006,Player 039,Team 012,2,3
4,4,Player 010,Team 006,Player 083,Team 012,3,0
4,4,Player 073,Team 006,Player 028,Team 012,0,3
4,4,Player 073,Team 006,Player 025,Team 012,3,0
4,4,Player 073,Team 006,Player 039,Team 012,2,3
4,4,Player 073,Team 006,Player 083,Team 012,1,3
4,4,Player 032,Team 006,Player 028,Team 012,2,3
4,4,Player 032,Team 006,Player 025,Team 012,0,3
4,4,Player 032,Team 006,Player 039,Team 012,0,3
4,4,Player 032,Team 006,Player 083,Team 012,3,2
4,4,Player 102,Team 006,Player 028,Team 012,1,3
4,4,Player 102,Team 006,Player 025,Team 012,0,3
4,4,Player 102,Team 006,Player 039,Team 012,1,3
4,4,Player 102,Team 006,Player 083,Team 012,3,2
4,5,Player 008,Team 003,Player 018,Team 004,3,0
4,5,Player 008,Team 003,Player 004,Team 004,3,1
4,5,Player 008,Team 003,Player 017,Team 004,3,1
4,5,Player 008,Team 003,Player 009,Team 004,2,3
4,5,Player 067,Team 003,Player 018,Team 004,3,0
4,5,Player 067,Team 003,Player 004,Team 004,3,0
4,5,Player 067,Team 003,Player 017,Team 004,3,0
4,5,Player 067,Team 003,Player 009,Team 004,3,0
4,5,Player 005,Team 003,Player 018,Team 004,1,3
4,5,Player 005,Team 003,Player 004,Team 004,3,1
4,5,Player 005,Team 003,Player 017,Team 004,1,3
4,5,Player 005,Team 003,Player 009,Team 004,2,3
4,5,Player 003,Team 003,Player 018,Team 004,3,0
4,5,Player 003,Team 003,Player 004,Team 004,2,3
4,5,Player 003,Team 003,Player 017,Team 004,3,1
4,5,Player 003,Team 003,Player 009,Team 004,0,3
4,6,Player 061,Team 005,Player 076,Team 001,0,3
4,6,Player 061,Team 005,Player 101,Team 001,0,3
4,6,Player 061,Team 005,Player 013,Team 001,0,3
4,6,Player 061,Team 005,Player 100,Team 001,1,3
4,6,Player 104,Team 005,Player 076,Team 001,0,3
4,6,Player 104,Team 005,Player 101,Team 001,0,3
4,6,Player 104,Team 005,Player 013,Team 001,0,3
4,6,Player 104,Team 005,Player 100,Team 001,0,3
4,6,Player 012,Team 005,Player 076,Team 001,2,3
4,6,Player 012,Team 005,Player 101,Team 001,1,3
4,6,Player 012,Team 005,Player 013,Team 001,0,3
4,6,Player 012,Team 005,Player 100,Team 001,0,3
4,6,Player 006,Team 005,Player 076,Team 001,3,1
4,6,Player 006,Team 005,Player 101,Team 001,3,0
4,6,Player 006,Team 005,Player 013,Team 001,3,0
4,6,Player 006,Team 005,Player 100,Team 001,0,3
4,7,Player 085,Team 016,Player 026,Team 007,0,3
4,7,Player 085,Team 016,Player 014,Team 007,0,3
4,7,Player 085,Team 016,Player 093,Team 007,3,1
4,7,Player 085,Team 016,Player 098,Team 007,3,0
4,7,Player 086,Team 016,Player 014,Team 007,0,3
4,7,Player 086,Team 016,Player 093,Team 007,0,3
4,7,Player 087,Team 016,Player 026,Team 007,1,3
4,7,Player 087,Team 016,Player 014,Team 007,0,3
4,7,Player 087,Team 016,Player 093,Team 007,0,3
4,7,Player 087,Team 016,Player 098,Team 007,3,0
4,7,Player 059,Team 016,Player 026,Team 007,0,3
4,7,Player 059,Team 016,Player 014,Team 007,0,3
4,7,Player 059,Team 016,Player 093,Team 007,3,0
4,7,Player 059,Team 016,Player 098,Team 007,3,0
